,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
259,Armadale,New,3,h,1300000.0,VB,Jellis,2016,6.3,3143.0,2.0,1.0,2.0,212.0,106.0,1900.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836.0
261,Armadale,Armadale,2,u,704000.0,SP,Greg,2016,6.3,3143.0,2.0,1.0,1.0,0.0,74.0,1969.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0
262,Armadale,Kooyong,2,u,620000.0,VB,Marshall,2016,6.3,3143.0,3.0,1.0,1.0,0.0,98.0,1970.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0
263,Armadale,Denbigh,3,h,1900000.0,S,Marshall,2016,6.3,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836.0
266,Armadale,Armadale,2,u,710000.0,S,Jellis,2017,6.3,3143.0,2.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0
268,Armadale,Denbigh,2,u,598000.0,S,hockingstuart,2017,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836.0
269,Armadale,Sutherland,3,h,1285000.0,S,Marshall,2017,6.3,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836.0
271,Armadale,Dandenong,2,u,520000.0,S,hockingstuart,2016,6.3,3143.0,1.0,1.0,1.0,0.0,76.0,1970.0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836.0
272,Armadale,Denbigh,4,h,3625000.0,S,Jellis,2016,6.3,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836.0
273,Armadale,Hampden,4,h,4200000.0,VB,Kay,2016,6.3,3143.0,4.0,3.0,3.0,563.0,333.0,2000.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836.0
274,Armadale,High,3,t,1101000.0,S,Jellis,2016,6.3,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836.0
275,Armadale,Mercer,3,h,3512500.0,S,Marshall,2016,6.3,3143.0,3.0,2.0,2.0,617.0,285.0,1998.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836.0
277,Armadale,Mercer,3,u,869000.0,S,Jellis,2016,6.3,3143.0,2.0,1.0,1.0,0.0,91.0,1940.0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836.0
280,Armadale,Orrong,1,u,567000.0,S,hockingstuart,2016,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,2013.0,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836.0
284,Ascot Vale,Rothwell,3,h,940000.0,S,Nelson,2016,5.9,3032.0,3.0,1.0,2.0,298.0,108.0,1920.0,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567.0
285,Ascot Vale,Rothwell,2,u,467000.0,SP,Brad,2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567.0
286,Ascot Vale,Francis,3,h,1380000.0,SP,Nelson,2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567.0
287,Ascot Vale,Harold,2,u,490000.0,VB,Jellis,2017,5.9,3032.0,2.0,1.0,1.0,423.0,62.0,1970.0,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567.0
288,Ascot Vale,The,4,h,1850000.0,S,Brad,2017,5.9,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567.0
290,Ascot Vale,Epsom,3,h,971000.0,SP,Nelson,2016,5.9,3032.0,3.0,2.0,2.0,285.0,128.0,1900.0,Moonee Valley,-37.775,144.9091,Western Metropolitan,6567.0
291,Ascot Vale,Geddes,2,h,710000.0,PI,Nelson,2016,5.9,3032.0,2.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567.0
292,Ascot Vale,Maribyrnong,6,h,2425000.0,PI,Brad,2016,5.9,3032.0,6.0,3.0,2.0,1014.0,435.0,1887.0,Moonee Valley,-37.7721,144.9184,Western Metropolitan,6567.0
293,Ascot Vale,Roseberry,2,h,750000.0,SP,Maddison,2016,5.9,3032.0,2.0,1.0,1.0,226.0,92.0,1920.0,Moonee Valley,-37.7745,144.9093,Western Metropolitan,6567.0
294,Ascot Vale,Fenton,2,h,1053000.0,S,Nelson,2016,5.9,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567.0
295,Ascot Vale,McCully,3,h,1377000.0,S,Nelson,2016,5.9,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567.0
296,Ascot Vale,Epsom,3,h,970000.0,S,Brad,2016,5.9,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567.0
298,Ascot Vale,Kent,2,h,751000.0,PI,Nelson,2016,5.9,3032.0,2.0,1.0,1.0,118.0,79.0,1890.0,Moonee Valley,-37.7807,144.9288,Western Metropolitan,6567.0
299,Ascot Vale,The,2,h,950000.0,SP,Raine,2016,5.9,3032.0,2.0,1.0,1.0,173.0,102.0,1900.0,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567.0
300,Ascot Vale,Epsom,2,u,685000.0,S,Brad,2016,5.9,3032.0,2.0,1.0,2.0,228.0,90.0,1995.0,Moonee Valley,-37.7718,144.9066,Western Metropolitan,6567.0
301,Ascot Vale,Monash,3,h,1230000.0,S,Nelson,2016,5.9,3032.0,4.0,1.0,2.0,594.0,148.0,1960.0,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567.0
304,Ascot Vale,Francis,2,h,770000.0,PI,Nelson,2016,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567.0
306,Ascot Vale,Mirams,4,h,890000.0,SP,Raine,2016,5.9,3032.0,4.0,1.0,1.0,300.0,185.0,1890.0,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567.0
308,Ascot Vale,The,3,h,1440000.0,S,Nelson,2017,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567.0
312,Ascot Vale,Newsom,3,h,1000000.0,PI,Brad,2016,5.9,3032.0,3.0,2.0,2.0,440.0,120.0,1955.0,Moonee Valley,-37.7746,144.9031,Western Metropolitan,6567.0
313,Ascot Vale,Pentland,3,h,1435000.0,S,Nelson,2016,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567.0
314,Ascot Vale,The,1,u,390000.0,S,Alexkarbon,2016,5.9,3032.0,1.0,1.0,1.0,0.0,58.0,1972.0,Moonee Valley,-37.7723,144.9094,Western Metropolitan,6567.0
315,Ascot Vale,Monash,3,h,1425000.0,PI,Jellis,2016,5.9,3032.0,3.0,2.0,2.0,495.0,139.0,1920.0,Moonee Valley,-37.7821,144.9055,Western Metropolitan,6567.0
316,Ascot Vale,Fenton,4,h,1340000.0,S,Nelson,2016,5.9,3032.0,3.0,2.0,2.0,683.0,232.0,1978.0,Moonee Valley,-37.775,144.93200000000004,Western Metropolitan,6567.0
317,Ascot Vale,Munro,3,h,955000.0,S,Brad,2016,5.9,3032.0,3.0,1.0,1.0,263.0,117.0,1910.0,Moonee Valley,-37.7753,144.9116,Western Metropolitan,6567.0
318,Ascot Vale,Epsom,4,h,1100000.0,VB,Nelson,2016,5.9,3032.0,4.0,2.0,5.0,559.0,195.0,1920.0,Moonee Valley,-37.7791,144.9136,Western Metropolitan,6567.0
320,Ascot Vale,Ormond,2,u,432000.0,S,Biggin,2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1978.0,Moonee Valley,-37.773,144.9303,Western Metropolitan,6567.0
321,Ascot Vale,Angler,4,h,1640000.0,S,Raine,2016,5.9,3032.0,4.0,3.0,2.0,562.0,204.0,1890.0,Moonee Valley,-37.782,144.903,Western Metropolitan,6567.0
322,Ascot Vale,Ayr,6,h,1430000.0,S,Nelson,2016,5.9,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Moonee Valley,-37.78,144.9295,Western Metropolitan,6567.0
323,Ascot Vale,Epsom,2,u,610000.0,SP,Brad,2016,5.9,3032.0,2.0,1.0,1.0,301.0,104.0,1995.0,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567.0
324,Ascot Vale,The,3,h,940000.0,S,Nelson,2016,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567.0
325,Ascot Vale,Mirams,3,h,890000.0,SP,Brad,2016,5.9,3032.0,3.0,1.0,1.0,242.0,110.0,1920.0,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567.0
326,Ascot Vale,Hurtle,3,h,1180000.0,SP,Brad,2016,5.9,3032.0,3.0,2.0,2.0,617.0,149.0,1930.0,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567.0
327,Ascot Vale,Walter,4,h,1480000.0,S,Raine,2016,5.9,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567.0
331,Ascot Vale,Walter,2,t,865000.0,SP,Nelson,2017,5.9,3032.0,2.0,2.0,1.0,146.0,132.0,2015.0,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567.0
333,Ascot Vale,Milton,2,u,442000.0,S,Alexkarbon,2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1975.0,Moonee Valley,-37.7733,144.9219,Western Metropolitan,6567.0
335,Ascot Vale,Geddes,3,h,1037500.0,S,Alexkarbon,2016,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567.0
336,Ascot Vale,Newsom,3,t,1050000.0,S,Jellis,2016,5.9,3032.0,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567.0
337,Ascot Vale,Roseberry,2,u,440000.0,S,McDonald,2016,5.9,3032.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley,-37.7749,144.9137,Western Metropolitan,6567.0
339,Ascot Vale,Bloomfield,4,h,1430000.0,S,Nelson,2016,5.9,3032.0,4.0,2.0,0.0,418.0,158.0,1900.0,Moonee Valley,-37.7766,144.9187,Western Metropolitan,6567.0
343,Ascot Vale,Middle,3,h,1130000.0,S,Nelson,2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567.0
344,Ascot Vale,Francis,3,h,1135000.0,S,Brad,2016,5.9,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567.0
345,Ascot Vale,Geddes,4,h,950000.0,PI,Nelson,2016,5.9,3032.0,4.0,2.0,1.0,298.0,147.0,1920.0,Moonee Valley,-37.7778,144.9131,Western Metropolitan,6567.0
347,Ascot Vale,Epsom,2,u,390000.0,PI,Jellis,2017,5.9,3032.0,2.0,1.0,1.0,1957.0,69.0,2012.0,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567.0
348,Ascot Vale,Mirams,4,h,1345000.0,S,Jellis,2017,5.9,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567.0
349,Ascot Vale,Walter,3,h,1381500.0,S,Barry,2017,5.9,3032.0,3.0,2.0,2.0,416.0,168.0,1900.0,Moonee Valley,-37.7727,144.9055,Western Metropolitan,6567.0
350,Ascot Vale,Dalgety,3,h,940000.0,S,Jellis,2016,5.9,3032.0,3.0,2.0,2.0,285.0,172.0,2011.0,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567.0
351,Ascot Vale,Dalgety,3,h,995000.0,S,Nelson,2016,5.9,3032.0,3.0,2.0,1.0,314.0,177.0,2010.0,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567.0
353,Ascot Vale,Waller,3,h,786000.0,S,Brad,2016,5.9,3032.0,3.0,2.0,1.0,576.0,120.0,1940.0,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567.0
354,Ascot Vale,Ascot,2,h,705000.0,PI,Nelson,2016,5.9,3032.0,2.0,1.0,3.0,252.0,108.0,1910.0,Moonee Valley,-37.7825,144.9206,Western Metropolitan,6567.0
355,Ascot Vale,Kent,2,h,760000.0,PI,Nelson,2016,5.9,3032.0,2.0,1.0,1.0,124.0,77.0,1900.0,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567.0
357,Ascot Vale,East,3,t,1000000.0,S,Nelson,2016,5.9,3032.0,3.0,2.0,2.0,200.0,144.0,2003.0,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567.0
362,Ascot Vale,Bloomfield,3,h,1305000.0,S,Barry,2016,5.9,3032.0,2.0,1.0,1.0,278.0,166.0,1900.0,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567.0
365,Ascot Vale,Bloomfield,3,h,1215000.0,S,Stockdale,2016,5.9,3032.0,3.0,1.0,1.0,452.0,175.0,1960.0,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567.0
366,Ascot Vale,Epsom,2,u,545000.0,S,Nelson,2016,5.9,3032.0,2.0,1.0,2.0,194.0,71.0,1900.0,Moonee Valley,-37.7772,144.9118,Western Metropolitan,6567.0
367,Ascot Vale,Doncaster,4,h,1705000.0,S,Jellis,2016,5.9,3032.0,4.0,2.0,4.0,598.0,273.0,2012.0,Moonee Valley,-37.7774,144.9104,Western Metropolitan,6567.0
370,Ashburton,Dent,4,h,2650000.0,S,Marshall,2016,11.0,3147.0,4.0,3.0,2.0,753.0,399.0,2015.0,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052.0
371,Ashburton,Albion,3,h,1670000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,599.0,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052.0
373,Ashburton,Solway,3,t,2050000.0,S,Fletchers,2016,11.0,3147.0,3.0,3.0,4.0,310.0,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan,3052.0
376,Ashburton,Dunlop,3,h,1555000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,731.0,149.0,1935.0,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052.0
377,Ashburton,Nicholas,3,h,1100000.0,PI,Marshall,2016,11.0,3147.0,3.0,3.0,2.0,276.0,178.0,2004.0,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052.0
378,Ashburton,Nicholas,3,h,1337000.0,S,Buxton,2016,11.0,3147.0,3.0,1.0,2.0,583.0,112.0,1950.0,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052.0
379,Ashburton,Ashburn,8,h,2950000.0,S,hockingstuart,2016,11.0,3147.0,9.0,7.0,4.0,1472.0,618.0,2009.0,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052.0
381,Ashburton,Nairn,3,h,1518000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,516.0,145.0,1920.0,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052.0
382,Ashburton,Gona,3,h,1710000.0,S,hockingstuart,2016,11.0,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara,-37.8695,145.084,Southern Metropolitan,3052.0
383,Ashburton,Yuile,3,h,1655000.0,S,Jellis,2016,11.0,3147.0,3.0,1.0,3.0,780.0,152.0,1940.0,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052.0
384,Ashburton,Yuile,4,h,1550000.0,VB,Marshall,2016,11.0,3147.0,4.0,2.0,2.0,780.0,180.0,1938.0,Boroondara,-37.86,145.0817,Southern Metropolitan,3052.0
385,Ashburton,Glen,3,h,1662000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052.0
386,Ashburton,Glen,3,h,1665000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,3.0,702.0,145.0,1945.0,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052.0
388,Ashburton,Yuile,5,h,3510000.0,S,Jellis,2017,11.0,3147.0,5.0,5.0,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052.0
390,Ashburton,Ashburn,3,t,900000.0,S,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,153.0,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052.0
392,Ashburton,Comas,5,h,2752000.0,S,Jellis,2016,11.0,3147.0,6.0,4.0,2.0,1075.0,390.0,2010.0,Boroondara,-37.8714,145.07299999999995,Southern Metropolitan,3052.0
393,Ashburton,Mustang,3,h,1500000.0,VB,Jellis,2016,11.0,3147.0,3.0,2.0,2.0,710.0,139.0,1945.0,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052.0
394,Ashburton,Dent,4,h,1800000.0,S,Jellis,2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0
395,Ashburton,Vears,3,h,1830000.0,S,Jellis,2017,11.0,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052.0
396,Ashburton,Lucerne,3,h,1415000.0,S,Buxton,2016,11.0,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052.0
397,Ashburton,Pitt,2,h,1440000.0,PI,Jellis,2016,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052.0
398,Ashburton,Ashburn,4,t,1250000.0,VB,Noel,2016,11.0,3147.0,4.0,2.0,2.0,321.0,199.0,2007.0,Boroondara,-37.8693,145.08,Southern Metropolitan,3052.0
400,Ashburton,Nicholas,5,h,1600000.0,S,Marshall,2016,11.0,3147.0,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara,-37.8724,145.0758,Southern Metropolitan,3052.0
401,Ashburton,Taylor,4,h,1860000.0,S,Jellis,2016,11.0,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052.0
403,Ashburton,Highgate,4,h,1790000.0,PI,hockingstuart,2016,11.0,3147.0,4.0,2.0,2.0,514.0,240.0,1935.0,Boroondara,-37.8664,145.0772,Southern Metropolitan,3052.0
404,Ashburton,Pitt,4,h,1950000.0,S,Tim,2016,11.0,3147.0,4.0,2.0,2.0,844.0,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052.0
407,Ashburton,Poulter,3,h,1650000.0,S,Marshall,2016,11.0,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052.0
411,Ashwood,Winbirra,4,h,1200000.0,SP,Purplebricks,2017,12.2,3147.0,4.0,3.0,2.0,372.0,201.0,2016.0,Monash,-37.8716,145.0999,Southern Metropolitan,2894.0
412,Ashwood,Montrose,2,h,1075000.0,VB,Jellis,2016,12.2,3147.0,2.0,1.0,2.0,695.0,114.0,1950.0,Monash,-37.8694,145.0944,Southern Metropolitan,2894.0
413,Ashwood,Scenic,4,h,1500000.0,S,Fletchers,2016,12.2,3147.0,2.0,2.0,2.0,621.0,203.0,2000.0,Monash,-37.8647,145.1023,Southern Metropolitan,2894.0
415,Ashwood,Farmer,2,t,700000.0,S,hockingstuart,2016,12.2,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan,2894.0
416,Ashwood,High,3,h,761000.0,PI,Fletchers,2016,12.2,3147.0,3.0,2.0,4.0,400.0,94.0,1950.0,Monash,-37.8675,145.106,Southern Metropolitan,2894.0
419,Ashwood,Douglas,3,h,1365000.0,S,Fletchers,2016,12.2,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash,-37.864,145.0972,Southern Metropolitan,2894.0
420,Ashwood,Huntingdale,4,h,1100000.0,VB,Tim,2016,12.2,3147.0,3.0,2.0,2.0,803.0,152.0,1970.0,Monash,-37.8621,145.1126,Southern Metropolitan,2894.0
422,Ashwood,Murra,2,u,690000.0,S,Ray,2016,12.2,3147.0,2.0,1.0,1.0,216.0,90.0,2003.0,Monash,-37.8711,145.1017,Southern Metropolitan,2894.0
423,Ashwood,Ashwood,3,h,1631000.0,S,Jellis,2016,12.2,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894.0
424,Ashwood,Harold,4,h,1500000.0,S,Buxton,2016,12.2,3147.0,4.0,2.0,1.0,593.0,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan,2894.0
426,Ashwood,Scenic,5,h,1529500.0,S,Buxton,2016,12.2,3147.0,5.0,3.0,2.0,585.0,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan,2894.0
427,Ashwood,Queens,2,u,600000.0,S,Noel,2017,12.2,3147.0,2.0,1.0,1.0,153.0,80.0,1970.0,Monash,-37.8696,145.0962,Southern Metropolitan,2894.0
430,Ashwood,Parkhill,4,h,1240000.0,S,Tim,2016,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0
431,Ashwood,Murra,2,u,700000.0,S,hockingstuart,2016,12.2,3147.0,2.0,1.0,2.0,192.0,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan,2894.0
433,Ashwood,Teck,2,h,1110000.0,S,Fletchers,2016,12.2,3147.0,2.0,1.0,1.0,586.0,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan,2894.0
434,Ashwood,Ashwood,3,h,1305000.0,S,Jellis,2017,12.2,3147.0,3.0,1.0,1.0,760.0,120.0,1960.0,Monash,-37.858,145.1038,Southern Metropolitan,2894.0
435,Ashwood,Condah,3,h,855000.0,S,Noel,2017,12.2,3147.0,3.0,2.0,1.0,320.0,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan,2894.0
436,Ashwood,Raymond,3,t,900500.0,S,Jellis,2016,12.2,3147.0,3.0,2.0,2.0,256.0,134.0,2012.0,Monash,-37.8655,145.1096,Southern Metropolitan,2894.0
437,Ashwood,Newbury,3,h,1200000.0,VB,Buxton,2016,12.2,3147.0,3.0,2.0,2.0,839.0,198.0,1970.0,Monash,-37.8614,145.1098,Southern Metropolitan,2894.0
438,Ashwood,Salisbury,3,t,830000.0,S,Barry,2016,12.2,3147.0,2.0,1.0,2.0,212.0,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan,2894.0
439,Avondale Heights,Norma,3,h,850000.0,S,Moonee,2016,10.5,3034.0,3.0,1.0,1.0,593.0,118.0,1970.0,Moonee Valley,-37.7677,144.8674,Western Metropolitan,4502.0
440,Avondale Heights,Rogerson,3,h,750000.0,SP,Moonee,2016,10.5,3034.0,3.0,1.0,1.0,0.0,103.0,1980.0,Moonee Valley,-37.7634,144.8611,Western Metropolitan,4502.0
441,Avondale Heights,Canning,3,t,851000.0,S,Nelson,2016,10.5,3034.0,3.0,3.0,1.0,557.0,181.0,2017.0,Moonee Valley,-37.77,144.8572,Western Metropolitan,4502.0
444,Avondale Heights,Arbor,4,h,1155000.0,S,Nelson,2016,10.5,3034.0,3.0,2.0,2.0,569.0,225.0,2008.0,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502.0
448,Avondale Heights,Thompson,3,h,680000.0,S,Nelson,2016,10.5,3034.0,3.0,1.0,2.0,570.0,120.0,1970.0,Moonee Valley,-37.7591,144.8542,Western Metropolitan,4502.0
451,Avondale Heights,Military,3,h,627500.0,SP,Moonee,2016,10.5,3034.0,3.0,1.0,1.0,550.0,143.0,1970.0,Moonee Valley,-37.7632,144.8622,Western Metropolitan,4502.0
453,Avondale Heights,Clive,4,h,950000.0,S,Moonee,2016,10.5,3034.0,4.0,3.0,3.0,761.0,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502.0
466,Avondale Heights,Herbert,3,h,705000.0,S,Nelson,2016,10.5,3034.0,3.0,1.0,1.0,581.0,106.0,1960.0,Moonee Valley,-37.7691,144.8575,Western Metropolitan,4502.0
467,Avondale Heights,Hillman,4,h,1100000.0,VB,Brad,2016,10.5,3034.0,4.0,3.0,2.0,873.0,395.0,1992.0,Moonee Valley,-37.7609,144.8639,Western Metropolitan,4502.0
468,Avondale Heights,Westminster,3,h,892500.0,S,Nelson,2016,10.5,3034.0,3.0,1.0,1.0,586.0,118.0,1965.0,Moonee Valley,-37.7642,144.8603,Western Metropolitan,4502.0
470,Avondale Heights,Bordeaux,2,h,522500.0,S,Nelson,2016,10.5,3034.0,2.0,1.0,1.0,220.0,101.0,1995.0,Moonee Valley,-37.756,144.8641,Western Metropolitan,4502.0
471,Avondale Heights,Military,4,h,680000.0,PI,Nelson,2016,10.5,3034.0,4.0,2.0,2.0,554.0,140.0,1960.0,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502.0
475,Avondale Heights,Drake,3,h,875000.0,S,Edward,2017,10.5,3034.0,3.0,1.0,3.0,812.0,117.0,1960.0,Moonee Valley,-37.765,144.8578,Western Metropolitan,4502.0
478,Avondale Heights,North,4,h,762000.0,S,Nelson,2016,10.5,3034.0,4.0,2.0,2.0,589.0,150.0,1961.0,Moonee Valley,-37.7573,144.8534,Western Metropolitan,4502.0
479,Avondale Heights,Carmyle,2,u,411000.0,PI,Barry,2016,10.5,3034.0,2.0,1.0,1.0,0.0,85.0,1995.0,Moonee Valley,-37.7608,144.863,Western Metropolitan,4502.0
482,Avondale Heights,Skewes,3,h,805000.0,S,Nelson,2016,10.5,3034.0,3.0,2.0,2.0,593.0,103.0,1970.0,Moonee Valley,-37.7607,144.8581,Western Metropolitan,4502.0
485,Avondale Heights,Skewes,3,h,634000.0,S,Nelson,2016,10.5,3034.0,4.0,2.0,1.0,582.0,153.0,1950.0,Moonee Valley,-37.7584,144.8568,Western Metropolitan,4502.0
489,Balaclava,Linton,4,h,1819000.0,S,Gary,2016,6.6,3183.0,3.0,2.0,1.0,244.0,180.0,1900.0,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952.0
490,Balaclava,Grosvenor,2,u,410000.0,PI,hockingstuart,2016,6.6,3183.0,2.0,1.0,2.0,0.0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952.0
492,Balaclava,Gourlay,2,t,1015000.0,S,Gary,2016,6.6,3183.0,2.0,1.0,2.0,114.0,120.0,2000.0,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952.0
493,Balaclava,Gourlay,2,u,502500.0,S,Buxton,2016,6.6,3183.0,2.0,1.0,1.0,0.0,65.0,1960.0,Port Phillip,-37.8725,144.9952,Southern Metropolitan,2952.0
494,Balaclava,Sycamore,2,u,520000.0,S,Gary,2016,6.6,3183.0,2.0,1.0,0.0,0.0,58.0,1970.0,Port Phillip,-37.8742,144.9972,Southern Metropolitan,2952.0
